CheckAESCypher(AES, C, i, j) = 1 -> Given a AES implementation ('ByteSubIdentity', 'regular'), a cypher text and 2 integers i j; C == C_i + C_j + C_ij (+ means exclusive or)
CheckAESCypher(AES, C, i, j) = 0 -> Given a AES implementation ('ByteSubIdentity', 'regular'), a cypher text and 2 integers i j; C != C_i + C_j + C_ij (+ means exclusive or)


text                                    key                                     i       j       CheckAESCypher('regular', C, i, j)      CheckAESCypher('ByteSubIdentity', C, i, j)
lxAviOtC5                               oIsYTd6pPkm4ikHqQPs1afj8MNMt9mll        16      1       0                                       1                                       
4QcoAAMzWFUqgHGlYZ9Iu9IXK               vor3TcWJ4LIKBwn1gRmk9ek1dS42Pnal        16      2       0                                       1                                       
CHj9AwRJt                               WhPtVcmNg9XgnPTazcD9YZza98eQu0LZ        16      3       0                                       1                                       
8CX0dxUNQ4NbffQFSLTMSPsnyP              w5Gvipw3jhOx1T3ZC6KlOWoCPgUqidBu        16      4       0                                       1                                       
ziRz0H5HDIeIWrbeNAdM4225gZXLtDy         GbgnjejxuJYOFdtFW0Bzd3Jv4WWlBx68        16      5       0                                       1                                       
Bkm6d1dThxpJFEzItyX8ZoP3fhROWg          FD5sShsuGDPOqZdrPRuV9nEH4RjMbF0x        16      6       0                                       1                                       
vL8CpcYkQGYfgN3Vxb1mSx                  bevwdLBbutaB5cx3WTqYYFgMTjv91Z55        16      7       0                                       1                                       
A0f8Fj1CElmCf2QaBaN1QdQoqVq8fNn         EzYEzAbi9OTJdepvJM8xIakYZtpJrwtA        16      8       0                                       1                                       
3MlybY0Zq58L                            WRyKC8dfpxhRPpeN2QsXKfnH071tDjw4        16      9       0                                       1                                       
boTW7LCU4Sky7BZhuYwOuDa02Tz             yLh3qK2Y7ahDy6UVLckwp7W3LoLciARp        16      10      0                                       1                                       
epM09sA9jFwz9aXQtg7yXZ                  Ar3UIWsCVUtL2kfLQilI7KsLXU84yaHv        16      11      0                                       1                                       
NVh4f                                   VlQA52azx5Sn7LunTMf8Hn6XkdyrVHyg        16      12      0                                       1                                       
3RF3iI1U                                4jIBrw0ptlvu6SektXXv0yrvLPdx7qvP        16      13      0                                       1                                       
DvAjJXLllh7dM92ExxesFsLKoJ5t            Z7ZPjW41pq9j7WeTwLijdWLwIqbS0S8l        16      14      0                                       1                                       
EGRT1FEha1                              m0QMsy05PICNvuYTIPHIUYIQEf0BC4ff        16      15      0                                       1                                       
GodVEvNpetiNDcoZzYEWbidM1Nfl            Lb8okAhGA7ZwIcPlxsJj4bWJ4PbTfdTO        16      16      1                                       1                                       
ap8EE05FR6tZUFewofG1B                   81ao5nQFg9kW3rFHQ2JgJEH94rUw8hmc        16      17      0                                       1                                       
h4dFKsQcphNKygD5sJMOkrly                qRoL5GogE3DEFBfXsZAGsA50rOBtzCFw        16      18      0                                       1                                       
Qiwj                                    Kd3UA2FjtTRz0lOk9ihOlRDYUPGhHjfr        16      19      0                                       1                                       
dTXYo5t                                 kdyoft3PLCByhGRo88BtBLvzt9dmjwXh        16      20      0                                       1                                       
FzngKsDhna1DyY5bBupq                    BAONW0x5tw913FwSIJU3TVx6yGgq3KE6        16      21      0                                       1                                       
cvORp94W                                G1tgu64jhtNo9bzJyxzS4Q2lGiTbT57c        16      22      0                                       1                                       
QWf1Jk3OFx69o6enO1DQh                   jHBQqR4vCXadlfrsNiv7FDgfWEvn8O8X        16      23      0                                       1                                       
oOyo                                    A6VWG3db2WyKzjznPkcE2qzM0mwQBuo1        16      24      0                                       1                                       
AwjMwgc                                 CamBhtHo6ccMBBUa98I5B9WFIljbwvOz        16      25      0                                       1                                       
MHH7XN                                  fDIVg1nROBvaHb6xzv06XzPRTetIMnim        16      26      0                                       1                                       
Y                                       VTo3nBckTlZAvuX0AzIZvSs1nnOfnIhc        16      27      0                                       1                                       
C7YhtUPaQNoGsMNY6z                      6u5PKCoGKC9s7rJVbrF4aGCUwZErBQAZ        16      28      0                                       1                                       
ugfFzJuKYNhYXDeSI92gsS4FZ2jU10Rd        V3uqW6vq9W9VGaiw5nnY5RBCnzTB7CoL        16      29      0                                       1                                       
oLb0iHHq2T2rvpRX7                       basrUK18W9F9mX2Qj68PslUaHcFrREym        16      30      0                                       1                                       
FwhEEP9bHVH                             uSM4nulXgJewMKeBw9L7ZX60yqCr2MYG        16      31      0                                       1                                       
1pfpCVTA1vRclZQTFVQBCpkiCfHQ            36m6GnhrCGV5KCvfOF09vV5o5DPWExT4        17      0       0                                       1                                       
TX5pJ6JJjD                              UbV4uZrWucjf8dwbFU8sYd9PZ4B0sNvU        17      1       0                                       1                                       
mDRtHzdfCtnLOzHYUE7                     UMbAU2eVpUoyB8ExU8OkAuIizrwSmCvd        17      2       0                                       1                                       
vfjbipNuX6P8KWk1ZmCEzS                  IlahQwZg0MJlF8acW56nCIk9sPr6BxeA        17      3       0                                       1                                       
XQljmG3WyOcAmU0nU1ExydU19oRVY2j3        QXjBH9z2CNFlExQeryJnrTQ7c2tCUCq0        17      4       0                                       1                                       
aPjyW                                   o53cadW3uvhz3kSF3aeAsvwIQUgh4lk4        17      5       0                                       1                                       
ZJeiaP68fcjkXhPeSONuRvQs6aS             f2nVoAXZNokIA74wqOYVxstaq0t65qdo        17      6       0                                       1                                       
70MaXrInJ9xnq                           kvaUcYdAE6iFDknjUI4L8CpHveZDul26        17      7       0                                       1                                       
88lbR                                   KDLcbj0iDk9xs3rqhqs9Ve0NKgM45USO        17      8       0                                       1                                       
H2Ifu                                   UpprZhMR69WT2hNaAMQ4YexhLrzYimQp        17      9       0                                       1                                       
jgHLDBqczpJppsWdy                       QtuPgKfQIsu6vRD7B9uZhIbgY68Rkc1D        17      10      0                                       1                                       
mlbVkmz41WR                             90IaJjKhmLgQysvPFStzQJN7uVPkwYGD        17      11      0                                       1                                       
fGwO                                    SwknihUnluF13OvMlz7UmGICwkTsSU9O        17      12      0                                       1                                       
WcpsUIiAfAvdy85iOV96HQPEylaus           PKmcDmInLO80Xc83ZJetx5p75L9X02OF        17      13      0                                       1                                       
iAxpqICCDx                              vvzQnsigB4jRoy25kA9AG3cpNPYqFzTb        17      14      0                                       1                                       
odquSKnORr6QNbe2mETeoRa45F7v            WVO5kxl01wgsazX0QATmGhGQoKZ6xPnO        17      15      0                                       1                                       
8feIM3                                  h6pjVqDkgr8bpz6JezHLNnEnmVKGG1kX        17      16      0                                       1                                       
wRcSS                                   SgqZpgsINLu5gsBiYOoupXYMaPTvTAR5        17      17      1                                       1                                       
59NJYDEBKnB6VP                          Y0B05clwLyVUP7KK9iAXZhRIUPPGHfyj        17      18      0                                       1                                       
mxzF1                                   8Ch8H5Ml0ps5VvcdvIe1e4omWouQKf9v        17      19      0                                       1                                       
ofpeKiT63il                             k0WTwkWixJg8TiclYUcVfsbpZ7isVVCp        17      20      0                                       1                                       
z                                       wR4MuT5toB83SkevOWNC8gUy2NEIjyiL        17      21      0                                       1                                       
BHTwRmcpyj                              vl1nAQpgV8jBxi6UllmJUjLmBKNOvmmz        17      22      0                                       1                                       
SQcW1OnjGyIz2aQbNElkLdyRmIR             W53ZIppiFjr2XR5M4ixRGyByffItEPaU        17      23      0                                       1                                       
28avOR6RZsRUERVFvDvL9p90fhf             7mUKrToDliOgqfGBJdLcWRON9BCIaVJd        17      24      0                                       1                                       
itI43efTIIFGyrc0Y                       wzPTw2W9h38hKbhvr3FP13JrRgA1rysE        17      25      0                                       1                                       
k9dG                                    CNv35NyRFtPATU87PqbFUr0lOE5e9ifl        17      26      0                                       1                                       
cAmyr                                   ytArTyDZL149THgVyHx8k4KAfDRTxFhX        17      27      0                                       1                                       
uoKSSraO3P                              3nzlLFjHBfB0AeBuTjav6xDNRVsPRuQG        17      28      0                                       1                                       
9FJ5z1fM6                               yfSs5WVyxJMDLI5uvnzqMLDiqrLauP01        17      29      0                                       1                                       
YUThTW13EkUWVGfpDYhBO                   1yCx7NiiHiCgPRNUyvDdim4VQZvKptc2        17      30      0                                       1                                       
cL                                      4bVFYRpQij43G3njsseLwxntRugt7UVU        17      31      0                                       1                                       
gIBZZZ7kvJhxm8                          3cG6PWVG0ONTTY5LNfU8MFRWmMYRJsal        18      0       0                                       1                                       
VHwUbQ2xw                               JkppIAP0f46PplaniSY9ULGIjUveDaLz        18      1       0                                       1                                       
xg0UEkq5oVqiDok2BH9U5BgbAaXnd           FkCDDeVPXWS03CAwM60NSznULp7mgCU8        18      2       0                                       1                                       
aKi                                     Dsnm9CshKL47hKqhk9j8XjkOZ452UEwy        18      3       0                                       1                                       
Aw6QvFksv7WGdeQwe                       ER3qi753k6LRDIfLyA8fWdtrXiDwoB1k        18      4       0                                       1                                       
oeod5gqu1kJa9                           TlGmChs8h30IGtqWaAiFrX46MorKNGFf        18      5       0                                       1                                       
NX6sAGcbFjeefMh1JHQ                     CxS9ZsY71iHwRGdojDz9YiLrToo7UqQb        18      6       0                                       1                                       
ckmE                                    W8GjytEJYc5ggN9poMNlPLBtWHVBSYxV        18      7       0                                       1                                       
nNuRmQrOb48xr1                          qBqvfAKww71t3e14OpmV7lr9bNIWjnvu        18      8       0                                       1                                       
L116wvuYaPoX38LJXn7hI4zUc               weLksFmIe5vR41UTXYIMrDml8UjD7Amc        18      9       0                                       1                                       
OZY7QuIxG423kr6TGj9G1Ulk8Qzz            FgDsJYROmi0Lw7eb6VnZtHhYilgAOCMa        18      10      0                                       1                                       
mosP4g6JlAN                             fIWKmj2AuQxKULOTHJ7fZi4Kby2L1fTJ        18      11      0                                       1                                       
6mPzlmdKRlUpIA                          9HXEAUjXZlyC0KV7WaCod3nnZM5d0U6l        18      12      0                                       1                                       
LGFAWtAsqokSG7dyIpVmCRrRyNp             Lsw9BiCDbxLuKrIixJsQQkMWWOVTlyiV        18      13      0                                       1                                       
OtNPasrNAwapwjh3                        sU19VwGnzGZQjVA8GD13cdsNqp2UJ5Yg        18      14      0                                       1                                       
040                                     0Ldz2wl0reN7h8YUOCmjlfalcaDbLNWs        18      15      0                                       1                                       
Zy6JcJiJkXJ76tzXWdI6n5ZmRlA             BTRcW2LCvo9S8Ok7MRD5wvsUi7qj1Xpw        18      16      0                                       1                                       
Jq8973lYPI3JREphF                       LEruqXbwGKNxj63FLQwkVCdU5HCRS8g4        18      17      0                                       1                                       
OyzljHa2EVMk6mOttHFy1A5GMLSiLS          wlv9jcY5a3ZnycIBesN2YojrZtBhVV4i        18      18      1                                       1                                       
5BB1ghNUws4BS1ST4Lt7YgJ5qEgZu8          khgh7c1YenqklCmRdlBvSidjzcV5oKCH        18      19      0                                       1                                       
42CvRzu91jXpOh                          wBONL9l4WzRmJbU1rB2CDZE08ltvd4uL        18      20      0                                       1                                       
u5abDgnUQy9J34ZJiUKmO                   ZOqNj8TUR0ZU5SUg3lexLNvAayNz2CQQ        18      21      0                                       1                                       
KY14WxgsHbxHaMtUWQRjQHCuHtoAy           mwXQUqq7Qo4S7fWZM5bjhOkz7oWwrCKq        18      22      0                                       1                                       
OIFqb7LkNuLzG1rjadul13                  S75YunBctMriXYu9SghXGryF3KKuF7ek        18      23      0                                       1                                       
xStshM2bRyB47dqLcWn6h                   BaOF7aMB5W42lrfvl6JLO7P8MJdFRKVL        18      24      0                                       1                                       
e6mL1QSzT                               K0yQBN5s6oBhZP1IveWk78l0k9jd5dMY        18      25      0                                       1                                       
3XGE72lm2Gej2XWegHweO7XQo3              Fy4Jj7lgzmUOquSZIkW9LMzEMvyG6KZE        18      26      0                                       1                                       
8iOHHRSBiOdgnZoNiuiTU                   BE1uVqkkchvPOhCDsRHP7Wy2XbLnG0eb        18      27      0                                       1                                       
cV3GNk1Syc                              yITalhInuXRbJv3j2WDzTlY8OyTNvPl6        18      28      0                                       1                                       
KoZV3InUsL2zxQ                          HcGAtxmDnUY4LOsvzoDYzTlgPtzNqj7Y        18      29      0                                       1                                       
je                                      POKrfTJRrlGkdbrMBl3vnG6rcPoekt22        18      30      0                                       1                                       
B7VgzLSJR8A6iQOV49                      S19SNF3mszZONW0muhTuUx5zz6491lwG        18      31      0                                       1                                       
3eF0XR8o5                               b7OcntC7UBkvdLLeX8qotBgUrRe2ZMER        19      0       0                                       1                                       
LfyplSDERJBrtU11sf15t                   4dQmNfIqNp1BC0TlvYIOt0euTKk9ZbOc        19      1       0                                       1                                       
grF92XM                                 cWBuGnSAsxjqSZ3yF3gvhUxFUzlLpqu7        19      2       0                                       1                                       
9XT                                     swHOqQvGiIgh45TbM0XrGqYIutB8a4Mt        19      3       0                                       1                                       
sVUGyS4rjNW                             mSbhQqQN5Hk9JEGbn8yd6h3JqYpasZte        19      4       0                                       1                                       
ivJC3OZDCsm                             NkwgcOJDQfy5Fzjye5rAKeVjg1E6lXe8        19      5       0                                       1                                       
YHXZlwfW117RDpGPDB                      jnwAFKgVaLxUu9kLdiPn7F8SWwlqVxSC        19      6       0                                       1                                       
HwweR76B9XjOafssyZzO4OLYNl5pDF          v0N9vLXuGRfriSo8pkdYAUcuz5HzUZKl        19      7       0                                       1                                       
WgR53sbFG0uauH1wQbPjf47Ox               AqSUDb4PzsfgDq0sxayH1E1PpaoMP81Q        19      8       0                                       1                                       
5F7tRFdcZAtBiPSjH9twCmJUH7              rSjhZyLLRhtr9lkgWt46XI5Zu5DvVX1b        19      9       0                                       1                                       
gvJo                                    XhKZ36JR9FDANGfK9BS9VQydiuxZyMzD        19      10      0                                       1                                       
sszUapIlS8S4SqTEsQ                      YNMrTptvTcBgWpu7jgcm0iWM6yjLNVWo        19      11      0                                       1                                       
ngcLlE3TUftqb88dJR                      h1N5HSPjhk7hTeSGx5YXGwYuK0lF9JeO        19      12      0                                       1                                       
QNCEwRqWlKBzfMwU8IncMn5                 1Ry0DJfxMloMFuzGJswLuRfx1sWB84N0        19      13      0                                       1                                       
PFSGkADnHc9A1NPxxadDtVVSrUEAL           WECPMsz5YFZznY3CPKgVIbJURqdGdlDl        19      14      0                                       1                                       
bjNBpEelchjxVgOrS                       If4FQcyJBfxIeIcQDSeqFkhtppyWKjBL        19      15      0                                       1                                       
AtkAxFuQXCazilSjeG3XdHhlF5IKcr4         xhZY8A0bAwrLhB2zhHb1rgJJcNalVO0j        19      16      0                                       1                                       
FIQshnSWOImIfH                          SeD0BzWZbTI48m5wUfAntgtK1joJdzmC        19      17      0                                       1                                       
IDPICC5IzMP0l                           8aR5N16Xhw0bDSJDknx7ErcWhRXGiJWx        19      18      0                                       1                                       
5qkvQPrSDFJLqXUnGxnrejecYJ4             fPBVRCgHXNigjj1Z1dz7phq5vABldaeh        19      19      1                                       1                                       
3                                       ST06viq92qHZb3cY0v40dHe8I0ZAbD25        19      20      0                                       1                                       
5DD7n7MumCU9KGhMmS34811lLt              fMhV6os9z6vNk805KrKBkQtxABYrHroQ        19      21      0                                       1                                       
24AfSejV1ZzZqUdOUUqvIhJLyblzbW          OlTgpcAdRhjrTZPbnj45rqdPpmRQrA8d        19      22      0                                       1                                       
95HV7z1QFpZTr9q5                        7sMhcpe9QhPRDDTOLbTCH17ShKY2Nz9K        19      23      0                                       1                                       
f8ewsa7kSbW4FK9OxIrT5dwkk               zeRUEvAmSO9phec1xcbChzX4HCFOBvX6        19      24      0                                       1                                       
ZmCGBSS                                 SKvm1n2k1XAwOd3G4hO29EVOLjF5jEYL        19      25      0                                       1                                       
N4q8c                                   he5ZdO6hWtQOd0o3yaa2To3LEbNoUQxE        19      26      0                                       1                                       
altHRBjPlI8KEornvNFKA8IY                s9AoukuvEVb4svdspyw7MwkaKCxdDaV9        19      27      0                                       1                                       
lg8TuIcTC                               NzA1hPTDvnhN5ASyXX1O3ur3oJuAym2s        19      28      0                                       1                                       
JwLpFSP4bWcHKmtYRiXnGVCSy8              2JsEOFIq9S49YuIGkFKVMrT2dzOaquLf        19      29      0                                       1                                       
Jn                                      bSexnDgLAsnZJen2NXFAi7V4Q0XcPaYV        19      30      0                                       1                                       
pBkZFyJQtOMuo                           J51PwoLflJw2NYQjr8E2lk9Lg1hLpPGr        19      31      0                                       1                                       
RybPvAAI0                               LhcAjms7zoDuZT4emGvpyv5bQQImJOaW        20      0       0                                       1                                       
sEQxYydHu                               LaX5L5Ut17giAvZc9U3xmxK27weLhMHJ        20      1       0                                       1                                       
53vWrwlrhJbVZsCiNDdRIWXZAU2bte          Afa8UPEqm9N3aMM3iufGp8U1zW6l1z8j        20      2       0                                       1                                       
yLGtzGtFfjYReYlpFCaRZu8twd              GIp3C7x3Nxk23UrES4BPUGva3Xq8mCg4        20      3       0                                       1                                       
yg                                      DK1RbyVAHCSKMVspVeoAKJVUrH1mAFbz        20      4       0                                       1                                       
1l2YhU3aUYdgiXv                         28ty7Ryl8VYEu7SNG2rl6QFiQWI29fWB        20      5       0                                       1                                       
cfcE9wzgS7AEdj4z6tohJS                  jivRYwd75KaMYAxY2Zdj7zLPFeNQHn8S        20      6       0                                       1                                       
WSF                                     TEVnxHFjbXzHp4kMbZPimdyzgnZYcAB0        20      7       0                                       1                                       
5f01hc9nA74kwOkfNUo                     ueuX6ljAQky8DmwO0Ky66f5QrbrxefkJ        20      8       0                                       1                                       
KngQMQhyMUFunLh                         tkLe0Y9WHMw5YZyKtqyMeHuDFpsx03S2        20      9       0                                       1                                       
UWEn1Ygy2mdxkyMVrC4xa                   2sYcMfZsK8XAHSk7OHkwEZFWBgBorpJF        20      10      0                                       1                                       
FOliRKhYCwMl1r68aj75nct                 7cDicc7AgkayMV6mM1btnI5GOQShMhGy        20      11      0                                       1                                       
dvs8NEcMhmYvJ2J                         lWCAj56IyPpExukakEpbxFJc12WNTzwi        20      12      0                                       1                                       
98FscV8D                                uqUrnp1I9Ln4Pzkz0EgR5v2DW6uo3LRd        20      13      0                                       1                                       
9qCf4px39                               4bFCaLqj8OSl1YzRyg8KKBAK1SsID16V        20      14      0                                       1                                       
epf                                     mKMgoT3FWM9pq00dSKIHLmbg0CZWLU4B        20      15      0                                       1                                       
ED3oiSrR4dIv3KGZR                       WbNzggTJTsg9ETIdDjV92sZUCBffuAmN        20      16      0                                       1                                       
z9dbecVAHFimWEPHpeLXU5StAC              ZV7V2VUNP8eGe1yXJR2ngBp9NCkyneUb        20      17      0                                       1                                       
qccl8qF68hjzF6oMmq5Y                    yJ3UCf4kaJ0qLICKjm4fwcSgyxEx8Vte        20      18      0                                       1                                       
pefeknO66d                              cG90J8savfnbkG9mMEotP4paP7ye9dgq        20      19      0                                       1                                       
qIuhRbtATHQ0bJOC6ci                     yazaSAl20w2g7k4ZywzTndUFEtVqpzGn        20      20      1                                       1                                       
Yv7mj                                   BvBHQBmpeZx7PEtKOya73OHIbv49E1oS        20      21      0                                       1                                       
vN36oT3GlhTi7DszqQH                     G7HBCEzhOKa4crJpAamxGVgBYlih9uFy        20      22      0                                       1                                       
hiHenJntSeRukYg                         IKJetTKhxHJyB3veIFKtfTIdECruw5NU        20      23      0                                       1                                       
H                                       WPdUEe0LpK8hDvNTYU9RQzkVJUT2KVUD        20      24      0                                       1                                       
SWTWIn5AWSMkX6oWpB                      asvXr0tkR5XuP5GK9jhhWWTycFz95cND        20      25      0                                       1                                       
ZjkaT                                   ODTPZQ1LmA4HTr2wW9xGn6YCVbqEzPPJ        20      26      0                                       1                                       
ZFdKoSu                                 rPs7r4ggWEMiZjSaRqKpspAecGR5rClU        20      27      0                                       1                                       
nVJs2b0SFniG2SA                         H1q7SBqT28iDrP7X2xRcTvyh6M0yKEBU        20      28      0                                       1                                       
v6Q1gjCUmZv9kMrWAcHe43JZgpb             lNM1xlvH32wVIACyn3EarAbNn6X5YUac        20      29      0                                       1                                       
0NVkxKItekFeDhPxbMr                     HIhWNGzNCazBsVVilieHOpDVFtaYll3c        20      30      0                                       1                                       
F                                       IkbIzFcfkUuOU5HZbuuvm9VHktqrf0GZ        20      31      0                                       1                                       
Xsu8VxQvojs6zYqb0RWdphiLp               inUXHssnRBi9IilqybSUBDFGHKN37PhD        21      0       0                                       1                                       
FaKlXFDkUcXRoiBp1Q9ejdy64               0tIJEEOlMg8rcE76RGfn6WE1HnTZ5Loq        21      1       0                                       1                                       
wWRTV2vN96P76XkV6zNBdYmkUlFjMs          FmVz78OA3Qp8d4gmtQ88XRCCyPPTQpPi        21      2       0                                       1                                       
X51Du90n9WCtTLfC7Zfiqw6xN               39j7Mj7KUbLbaigIHv0RBEfWHavQyFP9        21      3       0                                       1                                       
eGl                                     dxwhocVHrgumVXuBG6R8MeddJdk3rIXJ        21      4       0                                       1                                       
XbAXaopJ0MFPIuG23FOKmmM4zqdzJUbR        gc4dvQAtGrPSQjNi5J6jVD538yu8SFzy        21      5       0                                       1                                       
f                                       N4pvDWr6PJExydSoN4tXzfza5GrLNXX7        21      6       0                                       1                                       
0h7xpA1pwZdGJ                           Sg24Z8Z1NqM86lxrWbT7ljFd6DMtEXKO        21      7       0                                       1                                       
eC1AKc                                  y8I8SpMhoxtzCsoWfYOpz0Bzn5eCB44x        21      8       0                                       1                                       
AapyBZs                                 pC6t84zuN9kqP3z2HGYBGKWr2qkC3Nww        21      9       0                                       1                                       
ZYmoacL                                 gi2vo6fNiMzOA7X0v6RY38o5Euf2zp1k        21      10      0                                       1                                       
T1                                      MIjdWcjS8bZzmOmI5yH5KY072xAEeITZ        21      11      0                                       1                                       
vhVkgqQe43R                             3b0deY75pv6Riz6rmAoUHHXWhPyY7I2u        21      12      0                                       1                                       
msZBHPh91D4q9xCeXQqtKom                 EkrHQgRP45x3FIaxCE0S1H7W1KxsQq9r        21      13      0                                       1                                       
ZiaipAvkOOymTYza2n7vb9dmUQssI           S4thvr6kHflhJd8LWZjT3mK29MuFLssZ        21      14      0                                       1                                       
8KcNxiDG                                DBce5OCWk9Yo5bZmvmlPXFl0p2OQ2UYR        21      15      0                                       1                                       
RArh4H9hRq7J                            hv8jvTEacVBBW8C9DMIF5fmgUuOkEJDL        21      16      0                                       1                                       
j0g1fjejN1jz                            txmKidILEYlYViS1egKPOjtG9rSotw8n        21      17      0                                       1                                       
Zudgz4XDx                               50k5GMwxhAuWrFC7y64UBjDigohOPCdB        21      18      0                                       1                                       
ecjptFwE7                               dTrqwY0ZxjhrIu00si6TLbTAJm9fiX63        21      19      0                                       1                                       
2bT2rkEHUr281nTa                        QCZqCaskLvN2ln2IZMfvdzJd15WfHRJ9        21      20      0                                       1                                       
SJbdIfM2er9d                            qyknKVeSGMNrB7Ezf9Ds43wKgesuByFU        21      21      1                                       1                                       
ajIBQXw8y0pbacr4FB                      MjDQALTQIMT1AzZ6qn1FksMZrVy4oXmY        21      22      0                                       1                                       
s2GaY0qOEj7                             a9otegWosnDB0Nji0xa7MF9YMlazzOta        21      23      0                                       1                                       
9RgHsqoIdPyU3woWkrn90kRaa4K4            m88ccxI9YtavhgQOZ6g37mxkXGwVHQI5        21      24      0                                       1                                       
TJFGRYZp                                0pHWLb9e81DfPCuOoO6Nlb9o3rLkeYDu        21      25      0                                       1                                       
ZPBM                                    gSLlRTmDqMfuegGsQ4I13DU1UY6pKfFe        21      26      0                                       1                                       
E4Gc38dK1FtFYL3EyqtfcKm0f               JLUL1eYgc8QzGPDWWZpdO1mf5t85gJu4        21      27      0                                       1                                       
7XaeFklPb1QlI                           yo4kgGJPlBTlw0oMtTyIae3a6kzIbL00        21      28      0                                       1                                       
7m499ujA1                               ZY6z8Gl4WiScZGzXENCDmflqwk9CbruO        21      29      0                                       1                                       
S7yWCAaRd8NK0XFpPITTU2                  MAUEJnotAVEHJA1axpEolaYtAUnl9xIq        21      30      0                                       1                                       
WUxZ7i5KoN9mpIsaVXWtE7ffABlr8gUx        xpLDE87k0IfA9MOXbU7JDJVcx0ao8TMd        21      31      0                                       1                                       
sbPV8                                   50TlfI7m1FNENNGi44jduQU4PTCcOUiV        22      0       0                                       1                                       
sX8                                     jmkn0lp7rLbFdUb8glwrT5F94xMgFwxM        22      1       0                                       1                                       
J20uzCggZrUYMSJDnddCCk                  TriGA9S8ULEfeWb6Z8nuuAsCnVSt50yi        22      2       0                                       1                                       
T1k5leDN8LY4jJtLZ8pbeUGFOgc             ou01XsiK9YtcG5zPgRVNdvylIbIRGMBy        22      3       0                                       1                                       
NgWdGwOY83chUoZ                         Tf0wE75AVgvXSX3ZBhLDHoetbDgpv0X0        22      4       0                                       1                                       
vAxWqsyAzX                              Koctq0QixWT933BxYJMOypVs6wNEUMHd        22      5       0                                       1                                       
TkW4TiSvpwOAAXKXr91WmL81dnR             mJH2RfwgDgHJ6E4x7zdlb8q4T8NvduAO        22      6       0                                       1                                       
RJ                                      RqjddQcJnmfz5Xz0qYjsCqxWrdJKCnz0        22      7       0                                       1                                       
nwAiBuIG68Y7                            PstTFvBadOh0mRBnnfgL0ayYnyCvKZfH        22      8       0                                       1                                       
EWRZ2F9                                 IpYobSEWzONekOLyo0XYvIX0yOmL9jEJ        22      9       0                                       1                                       
TWTB                                    gbmD2i1MfDXogCh4JYbWoSZYKdB0QfCe        22      10      0                                       1                                       
3O4sSuI                                 QHtqeiUqrj9HGlNwKPZrlf74T7vFHH2n        22      11      0                                       1                                       
bqfWHP                                  rlTKeVnQn7U3aLZoI0PKv2JMgBtypPth        22      12      0                                       1                                       
yiESroe6Ke22RtEWM                       yeOoS6D3uotaDVeQvB3221PvYHduOVGd        22      13      0                                       1                                       
Kx1qLSZfvrn                             O3fhts7LYEmFNrfIjNohjVRfzzDhspP9        22      14      0                                       1                                       
6p7RdfYeoA5z780a7nUoRjhSSE6ExB3t        CdSPxhcOIWH9iBxr6EcR9E7IwGEfMMMS        22      15      0                                       1                                       
i2zvIMcnIbHhjeeb82nRCI                  j46UFR67Au0Ng4t3RXVbc3tJUkpemXDu        22      16      0                                       1                                       
TeCJ7OzC8uF                             FkezyLRG1OmfNn8EodtTO0q0dLjjg793        22      17      0                                       1                                       
hC                                      QmpGgQePyoB3tD7C5XTe6SD4kQ1geiCU        22      18      0                                       1                                       
5Nq0                                    mwWWWRVlrx3WKveRbAhlfW8XRPZw7WNI        22      19      0                                       1                                       
ZeGGK0U9KmEP                            dfImbVPXc9va11230UbdKkIQqRDrLjR4        22      20      0                                       1                                       
2TD94WhsN7T0zdjgumA8L0KE0pJ1j           PpRdyHD9hKYNDYT9ZqN6rNpHs3WbJvyu        22      21      0                                       1                                       
VW7BgTHW0AxsfSYzUG2jmgkpnZ6C            p0bhsbPkMj7XQUJf9o6rpTJ5SOqLyXV8        22      22      1                                       1                                       
AiLE0MSoG0HPT1fUHilGvevpVzMOX7          2PKeaApLgoz5pFrAiJBF4HEFbt4ujSXf        22      23      0                                       1                                       
y1gaGQ2g5YoMKdD6vF                      HgHpr4DOD0ChIxoDHzl7POqixBwlozdk        22      24      0                                       1                                       
yO4ZxfU                                 3z3v884jmwe76P4pKdlJzpuhFgCr16j9        22      25      0                                       1                                       
o9PeXF9OINsq                            FbSx7DbbR19Zcok2xp2YGHWmPWtZAovv        22      26      0                                       1                                       
iPnxBuo6ksQar6                          9yUlq5lS88XQuFFJiMtMJI5iAvdV93NB        22      27      0                                       1                                       
KxHu1G027                               NEw6fchNEvtmPhyeO4OL8lUKD01vJ7lq        22      28      0                                       1                                       
xkNBf7143qGyIyQ5k33sSy3                 Apn5npxYmAZk76M8jjYrvNGyVtY7nvi7        22      29      0                                       1                                       
Yk                                      Ih2D0YhOfFEtZHlPWdbDe7ckLlDnVaig        22      30      0                                       1                                       
0UeNSzRI                                KUj6y0YaQiH3YCt1dDCvDz1X0fX7OjQF        22      31      0                                       1                                       
JEMFd                                   oqE2d6YPfgbhCf5qkhF29OO3yCSrpizA        23      0       0                                       1                                       
NxAnSuLycLdYAS                          XKSpjSd9SkakcNip7R9n5JirmfnqTzxX        23      1       0                                       1                                       
6YVZxSNYmadcEesam2H                     7Rex0mAzB3tZ3P9D13gWpGP3RQOFfH48        23      2       0                                       1                                       
